"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Population with At Least Bachelor's Degree","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Furley","KS","2024975","=""2024975""","33.33","2019-2023","2020","Census","United States"
"City","Galatia","KS","2025050","=""2025050""","26.09","2019-2023","2020","Census","United States"
"City","Galena","KS","2025100","=""2025100""","19.14","2019-2023","2020","Census","United States"
"City","Galesburg","KS","2025150","=""2025150""","23.53","2019-2023","2020","Census","United States"
"City","Galva","KS","2025200","=""2025200""","27.34","2019-2023","2020","Census","United States"
"City","Garden City","KS","2025325","=""2025325""","18.71","2019-2023","2020","Census","United States"
"City","Garden Plain","KS","2025375","=""2025375""","37.24","2019-2023","2020","Census","United States"
"City","Gardner","KS","2025425","=""2025425""","32.34","2019-2023","2020","Census","United States"
"City","Garfield","KS","2025750","=""2025750""","13.92","2019-2023","2020","Census","United States"
"City","Garland","KS","2025900","=""2025900""","0.00","2019-2023","2020","Census","United States"
"City","Garnett","KS","2025925","=""2025925""","16.38","2019-2023","2020","Census","United States"
"City","Gas","KS","2025975","=""2025975""","16.06","2019-2023","2020","Census","United States"
"City","Gaylord","KS","2026000","=""2026000""","17.57","2019-2023","2020","Census","United States"
"City","Gem","KS","2026050","=""2026050""","9.46","2019-2023","2020","Census","United States"
"City","Geneseo","KS","2026075","=""2026075""","16.46","2019-2023","2020","Census","United States"
"City","Geuda Springs","KS","2026200","=""2026200""","3.15","2019-2023","2020","Census","United States"
"City","Girard","KS","2026300","=""2026300""","31.76","2019-2023","2020","Census","United States"
"City","Glade","KS","2026325","=""2026325""","25.45","2019-2023","2020","Census","United States"
"City","Glasco","KS","2026375","=""2026375""","12.93","2019-2023","2020","Census","United States"
"City","Glen Elder","KS","2026500","=""2026500""","18.93","2019-2023","2020","Census","United States"
"City","Goddard","KS","2026725","=""2026725""","31.42","2019-2023","2020","Census","United States"
"City","Goessel","KS","2026750","=""2026750""","32.57","2019-2023","2020","Census","United States"
"City","Goff","KS","2026775","=""2026775""","13.95","2019-2023","2020","Census","United States"
"City","Goodland","KS","2026875","=""2026875""","21.20","2019-2023","2020","Census","United States"
"City","Gorham","KS","2027000","=""2027000""","10.05","2019-2023","2020","Census","United States"
"City","Gove City","KS","2027125","=""2027125""","16.00","2019-2023","2020","Census","United States"
"City","Grainfield","KS","2027200","=""2027200""","16.87","2019-2023","2020","Census","United States"
"City","Grandview Plaza","KS","2027425","=""2027425""","21.59","2019-2023","2020","Census","United States"
"City","Grantville","KS","2028200","=""2028200""","21.82","2019-2023","2020","Census","United States"
"City","Great Bend","KS","2028300","=""2028300""","20.92","2019-2023","2020","Census","United States"
"City","Greeley","KS","2028350","=""2028350""","19.23","2019-2023","2020","Census","United States"
"City","Greeley County unified government (balance)","KS","2028412","=""2028412""","50.23","2019-2023","2020","Census","United States"
"City","Green","KS","2028425","=""2028425""","32.58","2019-2023","2020","Census","United States"
"City","Greenleaf","KS","2028625","=""2028625""","8.41","2019-2023","2020","Census","United States"
"City","Greensburg","KS","2028675","=""2028675""","26.13","2019-2023","2020","Census","United States"
"City","Greenwich","KS","2028700","=""2028700""","0.00","2019-2023","2020","Census","United States"
"City","Grenola","KS","2028800","=""2028800""","20.72","2019-2023","2020","Census","United States"
"City","Gridley","KS","2028850","=""2028850""","13.78","2019-2023","2020","Census","United States"
"City","Grinnell","KS","2028900","=""2028900""","18.18","2019-2023","2020","Census","United States"
"City","Gypsum","KS","2029250","=""2029250""","14.13","2019-2023","2020","Census","United States"
"City","Haddam","KS","2029400","=""2029400""","37.74","2019-2023","2020","Census","United States"
"City","Hallowell","KS","2029550","=""2029550""","9.76","2019-2023","2020","Census","United States"
"City","Halstead","KS","2029600","=""2029600""","21.83","2019-2023","2020","Census","United States"
"City","Hamilton","KS","2029675","=""2029675""","10.88","2019-2023","2020","Census","United States"
"City","Hamlin","KS","2029700","=""2029700""","13.33","2019-2023","2020","Census","United States"
"City","Hanover","KS","2029875","=""2029875""","26.03","2019-2023","2020","Census","United States"
"City","Hanston","KS","2029925","=""2029925""","17.22","2019-2023","2020","Census","United States"
"City","Hardtner","KS","2030000","=""2030000""","16.87","2019-2023","2020","Census","United States"
"City","Harper","KS","2030175","=""2030175""","10.83","2019-2023","2020","Census","United States"
"City","Harris","KS","2030250","=""2030250""","0.00","2019-2023","2020","Census","United States"
"City","Hartford","KS","2030475","=""2030475""","13.45","2019-2023","2020","Census","United States"
"City","Harveyville","KS","2030575","=""2030575""","16.96","2019-2023","2020","Census","United States"
"City","Havana","KS","2030700","=""2030700""","10.17","2019-2023","2020","Census","United States"
"City","Haven","KS","2030725","=""2030725""","15.14","2019-2023","2020","Census","United States"
"City","Havensville","KS","2030775","=""2030775""","29.10","2019-2023","2020","Census","United States"
"City","Haviland","KS","2030825","=""2030825""","32.39","2019-2023","2020","Census","United States"
"City","Hays","KS","2031100","=""2031100""","43.85","2019-2023","2020","Census","United States"
"City","Haysville","KS","2031125","=""2031125""","16.77","2019-2023","2020","Census","United States"
"City","Hazelton","KS","2031150","=""2031150""","1.47","2019-2023","2020","Census","United States"
"City","Healy","KS","2031200","=""2031200""","17.18","2019-2023","2020","Census","United States"
"City","Hepler","KS","2031375","=""2031375""","9.26","2019-2023","2020","Census","United States"
"City","Herington","KS","2031400","=""2031400""","21.49","2019-2023","2020","Census","United States"
"City","Herkimer","KS","2031425","=""2031425""","N/A","2019-2023","2020","Census","United States"
"City","Herndon","KS","2031475","=""2031475""","31.25","2019-2023","2020","Census","United States"
"City","Hesston","KS","2031600","=""2031600""","48.75","2019-2023","2020","Census","United States"
"City","Hiawatha","KS","2031675","=""2031675""","18.54","2019-2023","2020","Census","United States"
"City","Highland","KS","2031850","=""2031850""","41.42","2019-2023","2020","Census","United States"
"City","Hill City","KS","2032175","=""2032175""","26.53","2019-2023","2020","Census","United States"
"City","Hillsboro","KS","2032275","=""2032275""","33.85","2019-2023","2020","Census","United States"
"City","Hillsdale","KS","2032300","=""2032300""","28.57","2019-2023","2020","Census","United States"
"City","Hoisington","KS","2032550","=""2032550""","24.13","2019-2023","2020","Census","United States"
"City","Holcomb","KS","2032575","=""2032575""","18.10","2019-2023","2020","Census","United States"
"City","Hollenberg","KS","2032650","=""2032650""","0.00","2019-2023","2020","Census","United States"
"City","Holton","KS","2032825","=""2032825""","22.65","2019-2023","2020","Census","United States"
"City","Holyrood","KS","2032850","=""2032850""","34.07","2019-2023","2020","Census","United States"
"City","Home","KS","2032875","=""2032875""","21.82","2019-2023","2020","Census","United States"
"City","Hope","KS","2033075","=""2033075""","12.00","2019-2023","2020","Census","United States"
"City","Horace","KS","2033150","=""2033150""","16.98","2019-2023","2020","Census","United States"
"City","Horton","KS","2033200","=""2033200""","13.54","2019-2023","2020","Census","United States"
"City","Howard","KS","2033250","=""2033250""","16.71","2019-2023","2020","Census","United States"
"City","Hoxie","KS","2033350","=""2033350""","30.90","2019-2023","2020","Census","United States"
"City","Hoyt","KS","2033375","=""2033375""","16.55","2019-2023","2020","Census","United States"
"City","Hudson","KS","2033400","=""2033400""","13.43","2019-2023","2020","Census","United States"
"City","Hugoton","KS","2033425","=""2033425""","15.94","2019-2023","2020","Census","United States"
"City","Humboldt","KS","2033450","=""2033450""","18.15","2019-2023","2020","Census","United States"
"City","Hunnewell","KS","2033500","=""2033500""","2.27","2019-2023","2020","Census","United States"
"City","Hunter","KS","2033525","=""2033525""","20.93","2019-2023","2020","Census","United States"
"City","Huron","KS","2033575","=""2033575""","3.57","2019-2023","2020","Census","United States"
"City","Hutchinson","KS","2033625","=""2033625""","20.03","2019-2023","2020","Census","United States"
"City","Idana","KS","2033700","=""2033700""","58.33","2019-2023","2020","Census","United States"
"City","Independence","KS","2033875","=""2033875""","26.44","2019-2023","2020","Census","United States"
"City","Ingalls","KS","2034225","=""2034225""","21.29","2019-2023","2020","Census","United States"
"City","Inman","KS","2034275","=""2034275""","17.46","2019-2023","2020","Census","United States"
"City","Iola","KS","2034300","=""2034300""","22.87","2019-2023","2020","Census","United States"
"City","Ionia","KS","2034350","=""2034350""","N/A","2019-2023","2020","Census","United States"
"City","Isabel","KS","2034550","=""2034550""","3.17","2019-2023","2020","Census","United States"
"City","Iuka","KS","2034625","=""2034625""","38.01","2019-2023","2020","Census","United States"
"City","Jamestown","KS","2034975","=""2034975""","17.37","2019-2023","2020","Census","United States"
"City","Jennings","KS","2035375","=""2035375""","26.56","2019-2023","2020","Census","United States"
"City","Jetmore","KS","2035450","=""2035450""","24.78","2019-2023","2020","Census","United States"
"City","Jewell","KS","2035475","=""2035475""","16.96","2019-2023","2020","Census","United States"
"City","Johnson City","KS","2035600","=""2035600""","20.73","2019-2023","2020","Census","United States"
"City","Junction City","KS","2035750","=""2035750""","23.23","2019-2023","2020","Census","United States"
"City","Kanopolis","KS","2035950","=""2035950""","12.01","2019-2023","2020","Census","United States"
"City","Kanorado","KS","2035975","=""2035975""","5.23","2019-2023","2020","Census","United States"
"City","Kansas City","KS","2036000","=""2036000""","20.20","2019-2023","2020","Census","United States"
"City","Keats","KS","2036200","=""2036200""","0.00","2019-2023","2020","Census","United States"
"City","Kechi","KS","2036225","=""2036225""","55.21","2019-2023","2020","Census","United States"
"City","Kelly","KS","2036375","=""2036375""","N/A","2019-2023","2020","Census","United States"
"City","Kensington","KS","2036550","=""2036550""","26.15","2019-2023","2020","Census","United States"
"City","Kickapoo Site 1","KS","2036735","=""2036735""","0.00","2019-2023","2020","Census","United States"
"City","Kickapoo Site 2","KS","2036736","=""2036736""","0.00","2019-2023","2020","Census","United States"
"City","Kickapoo Site 5","KS","2036739","=""2036739""","1.20","2019-2023","2020","Census","United States"
"City","Kickapoo Site 6","KS","2036740","=""2036740""","N/A","2019-2023","2020","Census","United States"
"City","Kickapoo Site 7","KS","2036741","=""2036741""","0.00","2019-2023","2020","Census","United States"
"City","Kickapoo Tribal Center","KS","2036744","=""2036744""","3.16","2019-2023","2020","Census","United States"
"City","Kincaid","KS","2036875","=""2036875""","12.50","2019-2023","2020","Census","United States"
"City","Kingman","KS","2036950","=""2036950""","16.29","2019-2023","2020","Census","United States"
"City","Kinsley","KS","2037075","=""2037075""","20.49","2019-2023","2020","Census","United States"
"City","Kiowa","KS","2037125","=""2037125""","34.99","2019-2023","2020","Census","United States"
"City","Kipp","KS","2037200","=""2037200""","65.43","2019-2023","2020","Census","United States"
"City","Kirwin","KS","2037275","=""2037275""","16.07","2019-2023","2020","Census","United States"
"City","Kismet","KS","2037325","=""2037325""","25.25","2019-2023","2020","Census","United States"
"City","Labette","KS","2037375","=""2037375""","4.55","2019-2023","2020","Census","United States"
