"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Median Household Income","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Stallion Springs","CA","0673868","=""0673868""","83590","2019-2023","2020","Census","United States"
"City","Stanford","CA","0673906","=""0673906""","70651","2019-2023","2020","Census","United States"
"City","Stanton","CA","0673962","=""0673962""","81455","2019-2023","2020","Census","United States"
"City","Stebbins","CA","0674021","=""0674021""","108056","2019-2023","2020","Census","United States"
"City","Stevenson Ranch","CA","0674130","=""0674130""","146404","2019-2023","2020","Census","United States"
"City","Stevinson","CA","0674144","=""0674144""","N/A","2019-2023","2020","Census","United States"
"City","Stinson Beach","CA","0674172","=""0674172""","117000","2019-2023","2020","Census","United States"
"City","Stirling City","CA","0674186","=""0674186""","56026","2019-2023","2020","Census","United States"
"City","Stockton","CA","0675000","=""0675000""","76851","2019-2023","2020","Census","United States"
"City","Stones Landing","CA","0675122","=""0675122""","N/A","2019-2023","2020","Census","United States"
"City","Stonyford","CA","0675154","=""0675154""","N/A","2019-2023","2020","Census","United States"
"City","Stratford","CA","0675252","=""0675252""","61090","2019-2023","2020","Census","United States"
"City","Strathmore","CA","0675280","=""0675280""","42705","2019-2023","2020","Census","United States"
"City","Strawberry","CA","0675315","=""0675315""","144130","2019-2023","2020","Census","United States"
"City","Strawberry","CA","0675322","=""0675322""","N/A","2019-2023","2020","Census","United States"
"City","Sugarloaf Saw Mill","CA","0675592","=""0675592""","N/A","2019-2023","2020","Census","United States"
"City","Sugarloaf Village","CA","0675596","=""0675596""","N/A","2019-2023","2020","Census","United States"
"City","Suisun City","CA","0675630","=""0675630""","97083","2019-2023","2020","Census","United States"
"City","Sultana","CA","0675672","=""0675672""","42143","2019-2023","2020","Census","United States"
"City","Summerland","CA","0675714","=""0675714""","133083","2019-2023","2020","Census","United States"
"City","Sunnyside","CA","0675994","=""0675994""","114500","2019-2023","2020","Census","United States"
"City","Sunnyside-Tahoe City","CA","0676015","=""0676015""","121154","2019-2023","2020","Census","United States"
"City","Sunny Slopes","CA","0676040","=""0676040""","250001","2019-2023","2020","Census","United States"
"City","Sunnyvale","CA","0677000","=""0677000""","181862","2019-2023","2020","Census","United States"
"City","Sunol","CA","0677042","=""0677042""","182250","2019-2023","2020","Census","United States"
"City","Sun Village","CA","0677308","=""0677308""","68284","2019-2023","2020","Census","United States"
"City","Susanville","CA","0677364","=""0677364""","57607","2019-2023","2020","Census","United States"
"City","Sutter","CA","0677378","=""0677378""","94375","2019-2023","2020","Census","United States"
"City","Sutter Creek","CA","0677392","=""0677392""","68148","2019-2023","2020","Census","United States"
"City","Swall Meadows","CA","0677430","=""0677430""","185913","2019-2023","2020","Census","United States"
"City","Taft","CA","0677574","=""0677574""","64479","2019-2023","2020","Census","United States"
"City","Taft Heights","CA","0677588","=""0677588""","62125","2019-2023","2020","Census","United States"
"City","Taft Mosswood","CA","0677595","=""0677595""","55526","2019-2023","2020","Census","United States"
"City","Tahoe Vista","CA","0677700","=""0677700""","98264","2019-2023","2020","Census","United States"
"City","Tahoma","CA","0677728","=""0677728""","89531","2019-2023","2020","Census","United States"
"City","Talmage","CA","0677784","=""0677784""","48939","2019-2023","2020","Census","United States"
"City","Tamalpais-Homestead Valley","CA","0677805","=""0677805""","238158","2019-2023","2020","Census","United States"
"City","Tancred","CA","0677860","=""0677860""","130375","2019-2023","2020","Census","United States"
"City","Tara Hills","CA","0677924","=""0677924""","116415","2019-2023","2020","Census","United States"
"City","Tarina","CA","0677934","=""0677934""","N/A","2019-2023","2020","Census","United States"
"City","Tarpey Village","CA","0677960","=""0677960""","57344","2019-2023","2020","Census","United States"
"City","Taylorsville","CA","0678008","=""0678008""","N/A","2019-2023","2020","Census","United States"
"City","Tecopa","CA","0678050","=""0678050""","26731","2019-2023","2020","Census","United States"
"City","Tehachapi","CA","0678092","=""0678092""","67785","2019-2023","2020","Census","United States"
"City","Tehama","CA","0678106","=""0678106""","67614","2019-2023","2020","Census","United States"
"City","Temecula","CA","0678120","=""0678120""","117840","2019-2023","2020","Census","United States"
"City","Temelec","CA","0678126","=""0678126""","73654","2019-2023","2020","Census","United States"
"City","Temescal Valley","CA","0678138","=""0678138""","119647","2019-2023","2020","Census","United States"
"City","Temple City","CA","0678148","=""0678148""","102449","2019-2023","2020","Census","United States"
"City","Templeton","CA","0678162","=""0678162""","114155","2019-2023","2020","Census","United States"
"City","Tennant","CA","0678176","=""0678176""","N/A","2019-2023","2020","Census","United States"
"City","Terminous","CA","0678232","=""0678232""","72838","2019-2023","2020","Census","United States"
"City","Terra Bella","CA","0678288","=""0678288""","62073","2019-2023","2020","Census","United States"
"City","Teviston","CA","0678336","=""0678336""","46914","2019-2023","2020","Census","United States"
"City","Thermal","CA","0678456","=""0678456""","N/A","2019-2023","2020","Census","United States"
"City","Thermalito","CA","0678470","=""0678470""","53814","2019-2023","2020","Census","United States"
"City","Thornton","CA","0678568","=""0678568""","47917","2019-2023","2020","Census","United States"
"City","Thousand Oaks","CA","0678582","=""0678582""","134367","2019-2023","2020","Census","United States"
"City","Thousand Palms","CA","0678596","=""0678596""","80280","2019-2023","2020","Census","United States"
"City","Three Rivers","CA","0678638","=""0678638""","83614","2019-2023","2020","Census","United States"
"City","Three Rocks","CA","0678652","=""0678652""","85208","2019-2023","2020","Census","United States"
"City","Tiburon","CA","0678666","=""0678666""","212794","2019-2023","2020","Census","United States"
"City","Timber Cove","CA","0678715","=""0678715""","88750","2019-2023","2020","Census","United States"
"City","Tipton","CA","0678750","=""0678750""","51389","2019-2023","2020","Census","United States"
"City","Tobin","CA","0678792","=""0678792""","N/A","2019-2023","2020","Census","United States"
"City","Tomales","CA","0678890","=""0678890""","N/A","2019-2023","2020","Census","United States"
"City","Tonyville","CA","0678932","=""0678932""","N/A","2019-2023","2020","Census","United States"
"City","Tooleville","CA","0678949","=""0678949""","25833","2019-2023","2020","Census","United States"
"City","Topanga","CA","0678960","=""0678960""","142553","2019-2023","2020","Census","United States"
"City","Topaz","CA","0679030","=""0679030""","N/A","2019-2023","2020","Census","United States"
"City","Toro Canyon","CA","0679529","=""0679529""","177879","2019-2023","2020","Census","United States"
"City","Torrance","CA","0680000","=""0680000""","113105","2019-2023","2020","Census","United States"
"City","Trabuco Canyon","CA","0680210","=""0680210""","221458","2019-2023","2020","Census","United States"
"City","Tracy","CA","0680238","=""0680238""","118253","2019-2023","2020","Census","United States"
"City","Tranquillity","CA","0680266","=""0680266""","61250","2019-2023","2020","Census","United States"
"City","Traver","CA","0680280","=""0680280""","52188","2019-2023","2020","Census","United States"
"City","Tres Pinos","CA","0680364","=""0680364""","156250","2019-2023","2020","Census","United States"
"City","Trinidad","CA","0680448","=""0680448""","99107","2019-2023","2020","Census","United States"
"City","Trinity Center","CA","0680476","=""0680476""","59063","2019-2023","2020","Census","United States"
"City","Trinity Village","CA","0680483","=""0680483""","83620","2019-2023","2020","Census","United States"
"City","Trona","CA","0680515","=""0680515""","N/A","2019-2023","2020","Census","United States"
"City","Trowbridge","CA","0680560","=""0680560""","107083","2019-2023","2020","Census","United States"
"City","Truckee","CA","0680588","=""0680588""","125995","2019-2023","2020","Census","United States"
"City","Tulare","CA","0680644","=""0680644""","69517","2019-2023","2020","Census","United States"
"City","Tulelake","CA","0680686","=""0680686""","43125","2019-2023","2020","Census","United States"
"City","Tuolumne City","CA","0680763","=""0680763""","60694","2019-2023","2020","Census","United States"
"City","Tupman","CA","0680784","=""0680784""","N/A","2019-2023","2020","Census","United States"
"City","Turlock","CA","0680812","=""0680812""","79807","2019-2023","2020","Census","United States"
"City","Tustin","CA","0680854","=""0680854""","108435","2019-2023","2020","Census","United States"
"City","Tuttle","CA","0680882","=""0680882""","N/A","2019-2023","2020","Census","United States"
"City","Tuttletown","CA","0680896","=""0680896""","82292","2019-2023","2020","Census","United States"
"City","Twain","CA","0680952","=""0680952""","N/A","2019-2023","2020","Census","United States"
"City","Twain Harte","CA","0680966","=""0680966""","87018","2019-2023","2020","Census","United States"
"City","Twentynine Palms","CA","0680994","=""0680994""","56000","2019-2023","2020","Census","United States"
"City","Twin Lakes","CA","0681048","=""0681048""","N/A","2019-2023","2020","Census","United States"
"City","Twin Lakes","CA","0681050","=""0681050""","81288","2019-2023","2020","Census","United States"
"City","Ukiah","CA","0681134","=""0681134""","67122","2019-2023","2020","Census","United States"
"City","Union City","CA","0681204","=""0681204""","137194","2019-2023","2020","Census","United States"
"City","University of California-Davis","CA","0681302","=""0681302""","17625","2019-2023","2020","Census","United States"
"City","University of California-Merced","CA","0681312","=""0681312""","N/A","2019-2023","2020","Census","United States"
"City","University of California-Santa Barbara","CA","0681316","=""0681316""","75000","2019-2023","2020","Census","United States"
"City","Upland","CA","0681344","=""0681344""","101407","2019-2023","2020","Census","United States"
"City","Upper Lake","CA","0681358","=""0681358""","104936","2019-2023","2020","Census","United States"
"City","Vacaville","CA","0681554","=""0681554""","108580","2019-2023","2020","Census","United States"
"City","Valinda","CA","0681638","=""0681638""","99979","2019-2023","2020","Census","United States"
"City","Vallecito","CA","0681652","=""0681652""","N/A","2019-2023","2020","Census","United States"
"City","Vallejo","CA","0681666","=""0681666""","89496","2019-2023","2020","Census","United States"
"City","Valle Vista","CA","0681708","=""0681708""","61799","2019-2023","2020","Census","United States"
"City","Valley Acres","CA","0681722","=""0681722""","87407","2019-2023","2020","Census","United States"
"City","Valley Center","CA","0681736","=""0681736""","116620","2019-2023","2020","Census","United States"
"City","Valley Ford","CA","0681778","=""0681778""","N/A","2019-2023","2020","Census","United States"
"City","Valley Home","CA","0681792","=""0681792""","101875","2019-2023","2020","Census","United States"
"City","Valley Ranch","CA","0681869","=""0681869""","N/A","2019-2023","2020","Census","United States"
"City","Valley Springs","CA","0681890","=""0681890""","N/A","2019-2023","2020","Census","United States"
"City","Valley Wells","CA","0681925","=""0681925""","N/A","2019-2023","2020","Census","United States"
